0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.060905367855864444,0.1496189360796101,0.27626593812821637,0.2827093303796411,0.05226209035614872,0.27655497705709464,0.07320875896585025,0.07501546507973873,0.10950873080354145,0.27550499654012706,0.12686491920447343,0.31846773072243006,0.1668668716053422,0.2863722132091734,0.2600493836247064,0.2506251705068863,0.08393868955572616,0.05336810289780231,0.24943192420475996,0.2934321023822339,0.19552738052025612,0.278659963377432,0.27561419102982315,0.1469127108136779,0.1600491902339726,0.21421330731915764,0.21180648754929643,0.2976424435926927,0.3522528333737112,0.28722255790257323,0.2716501685291842
0.060905367855864444,0.0,0.43922104256909894,0.06962238146724196,0.06041946489724899,0.6004535428974296,0.06138817631883288,0.6155153303262896,0.5988707784970873,0.48866709053059065,0.06089926457059556,0.4722213154321504,0.2560739070050044,0.34940482256391503,0.05942159432110105,0.07592982573751768,0.11730609721980267,0.5886381679924079,0.3362542976537663,0.2544475332109994,0.2635482350138312,0.4033230805674816,0.06052425653631628,0.07168226074040969,0.38443065522983355,0.41118360412632343,0.35449004925323774,0.19452222215414522,0.06455740768755658,0.1706749148313279,0.06124016418142663,0.06004804899557709
0.1496189360796101,0.43922104256909894,0.0,0.1583541093410569,0.15140871176431042,0.491714118183523,0.14990049358388516,0.4815449634713522,0.4452827130572706,0.41452112710079575,0.14929153283030583,0.43421220847170744,0.3005059381275226,0.3766900019470891,0.15047047049459256,0.16189263293132689,0.20137964076838666,0.48416934348060586,0.31146268039713126,0.28379676192279024,0.32361143100800316,0.38429083882424264,0.1496054128206193,0.16206790710518595,0.3687331358727219,0.4353575493741286,0.3324506672379238,0.22986641808239092,0.1594476862433418,0.25019128690493586,0.15376628491986236,0.1469182380054037
0.27626593812821637,0.06962238146724196,0.1583541093410569,0.0,0.28040150059458546,0.06123194426221921,0.27451715472070426,0.0829712014606169,0.08511262090411434,0.11810862174525996,0.2735343314125037,0.13543306748004555,0.3176500353497448,0.17472059315461672,0.2836916501564748,0.25989591956782254,0.25265033599428577,0.09307077399164684,0.06148922602606619,0.2539931855848073,0.2941018608897611,0.20243577287765552,0.27641875176783415,0.2741935959794569,0.15460189386808457,0.16798727388373827,0.21955386072642832,0.21663415686045562,0.29493293263553794,0.34753072597181706,0.2846937480383415,0.2697730166019788
0.2827093303796411,0.06041946489724899,0.15140871176431042,0.28040150059458546,0.0,0.0528368936339777,0.28082314036250894,0.07304120524493968,0.07427605691027933,0.10925771716508922,0.27972818836972063,0.12676532622866077,0.3201402673398815,0.16952624026941082,0.29042789820210096,0.26376848933574115,0.25399745069602975,0.08367532774547719,0.05347514708091604,0.2514787339527318,0.29461892798191514,0.19638113665221665,0.28284237377343446,0.2794694271776005,0.1476009883268139,0.1618987024084483,0.21487905871431134,0.21477886274749158,0.30113803530728556,0.3547460545732,0.29086629949397885,0.27596571093833255
0.05226209035614872,0.6004535428974296,0.491714118183523,0.06123194426221921,0.0528368936339777,0.0,0.053213031293994226,0.6649188968260609,0.6423513223312565,0.5321255657069214,0.05293746589428663,0.5133934633472352,0.2546738206950668,0.39299127871965134,0.05133080888993701,0.06925551543760178,0.11417492278159495,0.6415616485604375,0.3906779857005677,0.27292242616575935,0.27080008373168357,0.4343627676024766,0.05234373235743166,0.06405674886147926,0.4233731478240958,0.45968788582752224,0.3687726698601981,0.20487266739988638,0.056782307086867614,0.1613793610239205,0.05361990611571485,0.05194419004186103
0.27655497705709464,0.06138817631883288,0.14990049358388516,0.27451715472070426,0.28082314036250894,0.053213031293994226,0.0,0.07432883664537947,0.07555113037935406,0.10903412389904303,0.2739572115803551,0.12644632582842,0.3161087469744323,0.16643743631547742,0.28469228026337773,0.2579352009462409,0.24885406803088828,0.08434754320422706,0.05311282760346942,0.24830160496010636,0.29091940768979835,0.19448662292012167,0.2766963829198796,0.27327809492340477,0.145895122973612,0.1597166153543813,0.21320116645268805,0.2108547054051201,0.2959042235035963,0.349751032086454,0.2851604728341001,0.2701158390766045
0.07320875896585025,0.6155153303262896,0.4815449634713522,0.0829712014606169,0.07304120524493968,0.6649188968260609,0.07432883664537947,0.0,0.6505787039927781,0.5328024029223613,0.07387802457904301,0.5168919916957846,0.27316986847140634,0.37943223322884334,0.0718654403973791,0.08998788666677733,0.13376774168651392,0.6479584340786317,0.37542096902511785,0.27455926408954695,0.2839650481761467,0.4316180349243199,0.07319145956036718,0.08471331253550411,0.42022441062916405,0.44684262125286806,0.38301038457507874,0.21534472007783986,0.07697751719221943,0.18322583009113336,0.07372300107901189,0.07292325620659375
0.07501546507973873,0.5988707784970873,0.4452827130572706,0.08511262090411434,0.07427605691027933,0.6423513223312565,0.07555113037935406,0.6505787039927781,0.0,0.536029070404044,0.07499586753324881,0.4978339207988803,0.2786610975425397,0.37464141683098806,0.0729907144366018,0.09191300429278865,0.13598036745726708,0.6174917185838401,0.389366194889538,0.2878546014229118,0.28321976131863064,0.43853998360358776,0.07434043168818351,0.08615709740047124,0.42404609933838516,0.4231134969153571,0.3971807084729909,0.2326504199739951,0.07869371767577951,0.1871301933390473,0.07507085630791402,0.07422404304151001
0.10950873080354145,0.48866709053059065,0.41452112710079575,0.11810862174525996,0.10925771716508922,0.5321255657069214,0.10903412389904303,0.5328024029223613,0.536029070404044,0.0,0.10826180949404891,0.44548589690702484,0.2983384410167628,0.3661991969263327,0.1082780925548019,0.12275938555475459,0.1639105904403821,0.5169378547852742,0.3334105817659838,0.29817039487578034,0.3010182300729147,0.41700387116215654,0.10815272543978441,0.12017511691380442,0.3920574182812278,0.4053084825243114,0.37644359136583044,0.23849718555126315,0.11574171984456554,0.22100201368535163,0.11097106394289434,0.10705896316857864
